height_cm,weight_kg,age,hometown,sport,classification,program
167.6,,35,Norwalk,Artistic Swimming,,Team USA
177.8,,35,"Port Chester, N.Y.",Squash,,Team USA
152.4,,52,Topeka,Boccia,,Paralympian
170.2,,30,"Enfield, CT",Para Alpine Skiing,,Paralympian
177.8,,,"Bloomington, Ind.",,,Team USA
180.3,,30,Athens,Water Polo,,Olympian
160.0,,42,"Boulder, CO",Softball,,Team USA
182.9,,25,"Billings, MT",Swimming,,Olympian
160.0,,36,"Huntsville, AL",Para Snowboarding,,Paralympian
160.0,,30,"Downers Grove, IL",Ice Hockey,,Olympian
167.6,,,"York, PA",Swimming,,Team USA
167.6,,27,"Stevensons Ranch, CA",Softball,,Team USA
170.2,,31,"Chicago, IL",,,Team USA
175.3,,24,"Easthampton, MA",Para-Rowing,,Paralympian
177.8,,25,"Oldsmarf, FL",Soccer,,Olympian
185.4,,55,Las Vegas,Softball,,Olympian
182.9,,35,"Garden City, NY",Rowing,,Team USA
160.0,,58,Wilmington,,,Olympian
190.5,,47,Atlanta,,,Olympian
180.3,,29,Worcester,,,Team USA
177.8,,28,"Auburn, Wash.",Track and Field,,Team USA
172.7,,41,"Moorpark, CA",Field Hockey,,Team USA
177.8,,39,,Field Hockey,,Team USA
167.6,,22,"Chester Springs, PA",Diving,,Team USA
177.8,,28,"Noblesville, IN",Basketball,,Team USA
188.0,,39,"Dallas, TX",,,Team USA
195.6,,34,"Lanett, AL",Track and Field,,Team USA
162.6,,33,"Clayton, NC",Track and Field,,Olympian
172.7,,46,"Columbus, OH",Boccia,,Team USA
172.7,,35,"Middletown, OH",Judo,,Olympian
170.2,,37,,Track and Field,,Olympian
175.3,,23,"Seattle, WA",Canoe/Kayak,,Olympian
193.0,,27,"Huntsville, AL",Track and Field,,Olympian
190.5,,,"Tampa, FL",Karate,,Team USA
185.4,,38,Edmonds,Bobsled,,Team USA
185.4,,35,"Wayne, Pa.",Squash,,Team USA
193.0,,31,"Weston, MA",Rowing,,Olympian
177.8,,41,Alta Loma,,,Team USA
175.3,,31,"Bossier City, LA",Para Track and Field,,Paralympian
165.1,,41,"Erie, PA",Para-Equestrian,,Paralympian
162.6,,25,"Lafayette, IN",Diving,,Team USA
170.2,,33,"Stillwater, MN",Cross-Country Skiing,,Team USA
190.5,,36,"Manchester, CT",Track and Field,,Olympian
175.3,,28,"Madison, AL",Swimming,,Olympian
198.1,,31,"Falcon Heights, MN",,,Team USA
172.7,,34,"Fullerton, CA",Team Handball,,Team USA
190.5,,58,St. Charles,Track and Field,,Olympian
188.0,,54,Downingtown,Para-Rowing,,Paralympian
170.2,,23,"Salem, NH",Ice Hockey,,Olympian
154.9,,24,"Park City, UT",Freestyle Skiing,,Olympian
170.2,,24,Mukilteo,,,Team USA
167.6,,45,"Bemidji, MN",Curling,,Olympian
172.7,,45,"St. Louis, MO",Triathlon,,Olympian
172.7,,39,"Brooklyn, NY",Track and Field,,Olympian
162.6,,25,"Little Rock, AR",Equestrian,,Olympian
162.6,,25,"Lakewood, CO",Para Track and Field,,Paralympian
180.3,,26,"Santa Barbara, CA",Water Polo,,Olympian
160.0,,29,"East Aurora, NY",Figure Skating,,Olympian
177.8,,31,"Anderson, CA",Softball,,Team USA
170.2,,34,"Charlotte, NC",Diving,,Team USA
167.6,,34,"Rexburg, ID",Track and Field,,Olympian
182.9,,45,"Winter Park, CO",Para Alpine Skiing,,Paralympian
165.1,,28,"Hillsborough, NJ",Diving,,Team USA
165.1,,24,"Colorado Springs, Colo. , SC",Cycling,,Team USA
175.3,,34,"Dillon, SC",Track and Field,,Olympian
167.6,,49,Riverside,,,Olympian
170.2,,41,Santa Ana,,,Olympian
162.6,,43,Norman,Wrestling,,Olympian
182.9,,41,"Plano, TX",Table Tennis,,Olympian
182.9,,47,Temple,,,Olympian
182.9,,24,"Chevy Chase, MD",Canoe/Kayak,,Team USA
198.1,,,"Spring, TX",Taekwondo,,Olympian
172.7,,67,"Bethesda, MD",Canoe/Kayak,,Olympian
182.9,,50,Palo Alto,,,Olympian
167.6,,37,"Basking Ridge, NJ",Soccer,,Olympian
185.4,,40,"Winona, MN",Track and Field,,Team USA
165.1,,31,"Whitefish, MT",Rugby,,Olympian
193.0,,28,"Fairbanks, Alaska",Basketball,,Team USA
170.2,,22,"Lowell, MA",Curling,,Team USA
190.5,,26,"Vassar, MI",Softball,,Team USA
182.9,,25,"Concord, MA",Rowing,,Olympian
198.1,,28,"Morristown, NJ",Rowing,,Team USA
172.7,,34,"Phoenix, AZ",Team Handball,,Team USA
195.6,,33,"Gainesville, GA",Canoe/Kayak,,Team USA
190.5,,42,"Seattle, WA",Cycling,,Olympian
190.5,,25,"Seattle, WA",Rowing,,Olympian
185.4,,67,"Madison, WI",,,Olympian
172.7,,27,"Swisher, IA",Para Track and Field,,Paralympian
167.6,,22,"La Jolla, CA",Canoe/Kayak,,Olympian
177.8,,26,"Lake City, MN",Ice Hockey,,Olympian
193.0,,32,"Commerce, MI",Ice Hockey,,Olympian
190.5,,25,"Farmington, MN",Ice Hockey,,Olympian
200.7,,53,Manhattan,,,Olympian
172.7,,,Elk Grove,,,Team USA
185.4,,49,"Commack, NY",Softball,,Olympian
182.9,,37,"North Little Rock, AR",Track and Field,,Olympian
157.5,,36,"Denver, CO",Para Track and Field,,Paralympian
170.2,,43,San Diego,,,Olympian
167.6,,25,"Durham, NH",Freestyle Skiing,,Olympian
188.0,,30,"Columbus, OH",Soccer,,Paralympian
162.6,,31,"Park City, UT",Ski Jumping,,Olympian
167.6,,30,"Coronado, CA",Sailing,,Olympian
172.7,,49,Stockbridge,,,Olympian
170.2,,26,"Orchard Park, N.Y.",Rugby,,Team USA
170.2,,78,"Beaver Dam, WI",Curling,,Team USA
177.8,,26,"Kihei, HI",Taekwondo,,Team USA
160.0,,38,"Roxbury, CT",Skeleton,,Team USA
162.6,,26,"Redmond, WA",Alpine Skiing,,Olympian
167.6,,31,"Lakewood, CO",Ice Hockey,,Olympian
188.0,,33,"Memphis, TN",Soccer,,Paralympian
182.9,,26,"New Brighton, MN",Ice Hockey,,Olympian
172.7,,27,"Warrington, PA",,,Team USA
170.2,,25,"Warrington, PA",Speedskating;Short Track Speedskating,,Olympian
177.8,,24,"Houston, TX",Fencing,,Team USA
193.0,,33,"Elkhart, IN",Para Swimming,,Paralympian
177.8,,28,"Gulfport, Fla.",Wheelchair Tennis,,Team USA
165.1,,25,"Dacula, GA",Para Swimming,,Paralympian
162.6,,30,"Wichita, KS",Boxing,,Olympian
154.9,,23,"Southlake, TX",Diving,,Olympian
152.4,,25,"Old Bridge, NJ",Gymnastics,,Olympian
182.9,,31,,Swimming,,Team USA
195.6,,28,"Waterbury, Conn.",Basketball,,Team USA
167.6,,30,"Miami, FL",Diving,,Team USA
170.2,,31,Fort Plain,Skeleton,,Olympian
162.6,,22,Mansfield,Taekwondo,,Team USA
172.7,,,"Stockton, NJ",Equestrian,,Team USA
121.9,,29,"Fairplay, CO",Para Swimming,,Paralympian
205.7,,27,"Bend, OR",Freestyle Skiing,,Olympian
162.6,,20,"Adamstown, MD",Para Track and Field,,Paralympian
177.8,,44,"Charlotte, NC",Canoe/Kayak,,Olympian
172.7,,41,Colorado Springs,,,Team USA
160.0,,27,"Mission Viejo, CA",,,Team USA
175.3,,31,"San Clemente, CA",Shooting,,Olympian
165.1,,,,Track and Field,,Team USA
177.8,,40,"Pheonix, AZ",Para Track and Field,,Paralympian
185.4,,40,"Orem, UT",Volleyball,,Team USA
160.0,,32,"Granger, IN",Wrestling,,Olympian
165.1,,39,Woodstock,,,Team USA
190.5,,32,"Darby, PA",Track and Field,,Olympian
170.2,,38,"Port Washington, NY",,,Team USA
182.9,,34,"Mahomet, Ill.",Track and Field,,Team USA
193.0,,31,"Inglewood, CA",Para Swimming,,Paralympian
165.1,,33,Gig Harbor,,,Team USA
193.0,,36,"Portland, OR",Volleyball,,Olympian
180.3,,33,"Santa Barbara, CA",Water Polo,,Olympian
170.2,,27,"Santa Clarita, CA",Bobsled,,Olympian
175.3,,43,"Sacramento, CA",Karate,,Team USA
175.3,,41,"Winfield, IL",Boccia,,Team USA
182.9,,39,Trenton,,,Team USA
162.6,,31,"Santa Cruz, CA",Track and Field,,Olympian
190.5,,52,Greenville,,,Olympian
188.0,,32,"Athens, TX",Swimming,,Olympian
180.3,,42,Mableton,Team Handball,,Team USA
188.0,,37,"Cedar Grove, WI",Wheelchair Basketball,,Paralympian
182.9,,44,Fresno,,,Olympian
190.5,,29,"Bellville, Texas",Track and Field,,Team USA
172.7,,31,"Amherst, MA",Diving,,Olympian
144.8,,29,"Vancouver, WA",Para Track and Field,,Paralympian
172.7,,30,"New Orleans, LA",Track and Field,,Olympian
182.9,,44,"Fowler, CO",Volleyball,,Team USA
177.8,,24,"Indianapolis, IN",Track and Field,,Olympian
182.9,,28,Offenbach am Main,Team Handball,,Team USA
162.6,,25,"Fairdale, ND",Curling,,Team USA
170.2,,44,,Wrestling,,Team USA
180.3,,43,Huntsville,,,Olympian
198.1,,52,"Park Ridge, IL",Volleyball,,Olympian
172.7,,36,Towson,,,Olympian
172.7,,36,"Arlington, TX",Bobsled;Weightlifting,,Olympian
175.3,,36,"Aspen, CO",Cross-Country Skiing,,Olympian
182.9,,31,"Baltimore, MD",Soccer,,Paralympian
170.2,,47,"Huntington Beach, CA",Canoe/Kayak,,Olympian
177.8,,28,"Foxborough, MA",Para Alpine Skiing,,Paralympian
185.4,,53,Spokane,,,Paralympian
177.8,,37,"Park City, UT",Bobsled,,Olympian
177.8,,40,Houston,,,Olympian
188.0,,35,"Palo Alto, CA",Rugby,,Team USA
172.7,,47,Yorba Linda,,,Olympian
190.5,,35,"Los Angeles, CA",Basketball,,Olympian
195.6,,31,"Orinda, CA",Water Polo,,Olympian
172.7,,30,"Elysian, MN",Wheelchair Basketball,,Paralympian
188.0,,28,"Dover, MA",Rowing,,Olympian
215.9,,31,"Pasadena, CA",Basketball,,Team USA
188.0,,41,"Freeport, IL",Track and Field,,Team USA
188.0,,28,"Chesapeake, VA",Track and Field,,Olympian
177.8,,38,"Boulder, Colo.",Cycling,,Team USA
185.4,,42,"Suisun, CA",Softball,,Team USA
203.2,,43,"Fountain Valley, CA",Volleyball,,Olympian
172.7,,53,"Kissimmee, FL",Para Track and Field,,Paralympian
180.3,,32,"Washington, D.C., WA",Fencing,,Olympian
175.3,,51,"Albany, CA",Baseball,,Team USA
208.3,,39,"Cincinnati, OH",Volleyball,,Olympian
200.7,,32,"Cincinnati, OH",Volleyball,,Team USA
172.7,,35,"Bronx, NY",Fencing,,Olympian
165.1,,22,"Federal Way, WA",,,Team USA
172.7,,28,"Laurel, MD",,,Olympian
188.0,,,Dallas,,,Team USA
193.0,,38,"San Antonio, TX",Volleyball,,Olympian
175.3,,41,San Antonio,,,Olympian
185.4,,28,"Los Angeles, CA",Water Polo,,Olympian
172.7,,41,Pleasanton,Artistic Swimming,,Olympian
188.0,,31,"Clemson, SC",Softball,,Team USA
188.0,,28,"Manhattan Beach, CA",Cycling,,Olympian
172.7,,25,"Mission Viejo, CA",Diving,,Team USA
182.9,,28,"Midland, TX",Track and Field,,Olympian
175.3,,31,"Golden, CO",Soccer,,Olympian
172.7,,29,"Young America, MN",Softball,,Team USA
190.5,,32,"Pembroke, MA",Bobsled,,Olympian
188.0,,39,"Newberg, OR",Track and Field,,Olympian
188.0,,38,Raleigh,,,Olympian
167.6,,49,"Wellington, FL",Equestrian,,Team USA
160.0,,33,"Sioux City, IA",Track and Field,,Olympian
195.6,,27,"Cincinnati, OH",,,Team USA
157.5,,47,"San Jose, Calif.",,,Team USA
175.3,,41,Atlanta,,,Olympian
175.3,,42,"Sacramento, CA",,,Paralympian
170.2,,22,"Missouri City, TX",,,Team USA
190.5,,47,"North Brunswick, N.J.",,,Olympian
188.0,,26,"Cleveland, TN",3x3 Basketball,,Olympian
157.5,,33,"Pasco, Wash. , WA",Track and Field,,Olympian
172.7,,22,"Federal Way, WA",Speedskating,,Team USA
182.9,,36,"Gilford, NH",Biathlon,,Team USA
177.8,,39,San Ramon,,,Team USA
175.3,,37,Arlington,,,Olympian
172.7,,,,,,Team USA
170.2,,23,"Dothan, AL",Waterski/Wakeboard,,Olympian
170.2,,26,"Chagrin Falls, OH",Curling,,Team USA
182.9,,31,"Milwaukee, WI",Curling,,Team USA
180.3,,38,"Golden, CO",Cycling,,Team USA
193.0,,43,Columbus,Team Handball,,Olympian
182.9,,32,"Wallingford, PA",Fencing,,Olympian
177.8,,46,Gates Mills,,,Olympian
172.7,,25,"Fort Myers, FL",Taekwondo,,Team USA
165.1,,30,San Jose,Table Tennis,,Olympian
157.5,,22,"Diamond Bar, CA",,,Team USA
152.4,,21,"Eastvale, CA",,,Team USA
162.6,,25,"Rancho Cucamonga, California",,,Team USA
180.3,,23,"San Francisco, CA",,,Team USA
182.9,,41,"San Francisco, Calif.",Basque Pelota,,Team USA
172.7,,35,"Okemos, MI",Figure Skating,,Olympian
165.1,,44,"Boulder, CO",Cycling,,Olympian
175.3,,30,"Baton Rouge, LA",Para Snowboarding,,Paralympian
170.2,,47,Virginia Beach,,,Olympian
165.1,,41,"Elmira, NY",Track and Field,,Olympian
172.7,,28,Houston,Baseball,,Olympian
167.6,,20,"Forest Lake, MN",,,Team USA
160.0,,33,"Gainesville, FL",Karate,,Team USA
182.9,,29,"San Antonio, Texas",Track and Field,,Olympian
175.3,,41,"Eustis, NE",Para Track and Field,,Team USA
188.0,,39,"Sainte Genevieve, MO",Rowing,,Team USA
195.6,,30,Neuss,Team Handball,,Team USA
195.6,,28,Neuss,Team Handball,,Olympian
185.4,,41,"Huntington Beach, CA",Baseball,,Team USA
190.5,,,Newport Beach,,,Team USA
190.5,,41,"St. Paul, MN",Curling,,Olympian
188.0,,32,"Huntington Beach, Calif.",Surfing,,Team USA
185.4,,48,"Miami, FL",Sailing,,Olympian
177.8,,31,"Costa Mesa, CA",Beach Volleyball,,Olympian
175.3,,33,"Lancaster, MA",Rugby,,Olympian
180.3,,24,"Canton, MI",Ice Hockey,,Team USA
177.8,,26,"Canton, MI",Ice Hockey,,Olympian
210.8,,,"St. Louis, MO",,,Team USA
182.9,,41,"Battle Mountain, NV",Para Track and Field,,Team USA
154.9,,29,"Salt Lake City, UT",Goalball,,Paralympian
180.3,,41,Colorado Springs,,,Olympian
160.0,,26,"Bethesda, MD",,,Olympian
203.2,,37,"Valparaiso, Ind.",Basketball,,Team USA
160.0,,28,"Hamilton, OH",Gymnastics,,Team USA
180.3,,37,Harrisburg,,,Olympian
172.7,,23,"Woodstock, GA",Sport Climbing,,Olympian
167.6,,47,"Kokomo, IN",Para Alpine Skiing,,Paralympian
165.1,,44,"Commerce, MI",Wheelchair Basketball,,Paralympian
177.8,,,Papillion,Volleyball,,Team USA
175.3,,24,"Provo, UT",Track and Field,,Olympian
172.7,,22,"Seattle, WA",Artistic Swimming,,Olympian
147.3,,24,"Middletown, DE",Gymnastics,,Team USA
172.7,,35,"San Antonio , TX",Fencing,,Olympian
165.1,,33,"Columbia, CT",Bobsled,,Olympian
175.3,,38,"San Antonio, TX",Fencing,,Olympian
188.0,,29,"Newark, Del., MA",Rowing,,Team USA
177.8,,25,"Carnelian Bay, CA",Alpine Skiing,,Olympian
177.8,,25,"Carnelian Bay, CA",Alpine Skiing,,Olympian
172.7,,23,"Arlington, VA",Swimming,,Olympian
170.2,,25,"Cerritos, CA",Softball,,Team USA
177.8,,31,"Davis, CA",Skateboarding,,Olympian
175.3,,44,Rancho Cucamonga,,,Team USA
195.6,,53,"San Diego, CA",Volleyball,,Olympian
195.6,,31,"Inglewood, CA",Volleyball,,Olympian
185.4,,54,Winslow,,,Olympian
177.8,,26,"Carson, CA",Softball,,Team USA
185.4,,40,Lodi,,,Olympian
149.9,,32,"Garfield, NJ",Para Track and Field,,Paralympian
147.3,,26,"Murray, UT",Wheelchair Basketball,,Paralympian
175.3,,25,"Cedar Hill, TX",Softball,,Team USA
162.6,,31,"McLean, VA",Canoe/Kayak,,Team USA
188.0,,44,Belgrade,Team Handball,,Olympian
185.4,,33,"Brooklyn, NY",Fencing,,Olympian
175.3,,31,"New York, NY",Judo,,Team USA
180.3,,35,"Philadelphia, Penn.",Rowing,,Team USA
177.8,,35,Clackamas,Team Handball,,Team USA
182.9,,37,"Gonzales, TX",Track and Field,,Olympian
162.6,,36,"University Heights, OH",Track and Field,,Olympian
195.6,,27,"Fort Sill, OK",Team Handball,,Team USA
203.2,,46,Hillsboro,,,Olympian
182.9,,28,"Walnut Creek, CA",Basketball,,Olympian
188.0,,36,"Wahiawa, HI",Rugby,,Olympian
170.2,,33,"Clayton, CA",Diving,,Olympian
165.1,,27,"Indianapolis, IN",Track and Field,,Olympian
193.0,,37,"Newfane, NY",Karate,,Olympian
188.0,,38,Salt Lake City,,,Team USA
162.6,,26,"Winter Park, CO",Freestyle Skiing,,Olympian
190.5,,34,"West Orange, NJ",Basketball,,Olympian
182.9,,30,"Long Beach, CA",Water Polo,,Olympian
157.5,,24,"Winter Park, CO",Freestyle Skiing,,Olympian
172.7,,33,"Pulaski, WI",Biathlon,,Olympian
172.7,,42,"Chaska, MN",Curling,,Olympian
175.3,,32,"Fayetteville, AR",Modern Pentathlon,,Olympian
177.8,,34,"Fayetteville, AR",Modern Pentathlon,,Olympian
172.7,,42,"Sacramento, CA",Breaking,,Team USA
175.3,,34,"Waikele, HI",,,Team USA
172.7,,36,"Massillon, OH",Rugby,,Olympian
188.0,,26,"Los Angeles, CA",Fencing,,Olympian
177.8,,38,"Carlisle, MA",,,Team USA
162.6,,33,"The Woodlands, TX",,,Team USA
195.6,,40,"Yorba Linda, CA",Volleyball,,Team USA
172.7,,42,"Raleigh, NC",Track and Field,,Olympian
154.9,,,,,,Olympian
172.7,,,Lake City,Weightlifting,,Team USA
160.0,,31,Washington DC,,,Team USA
188.0,,42,"Columbus, GA",Baseball,,Olympian
170.2,,29,"San Jose, CA",Softball,,Team USA
188.0,,35,Los Angeles,Volleyball,,Team USA
190.5,,,Hempstead,,,Olympian
177.8,,33,"Vacaville, CA",Canoe/Kayak,,Team USA
175.3,,26,"Durham, NC",Para Track and Field,,Paralympian
165.1,,33,"Ocala, FL",Speedskating,,Olympian
170.2,,40,"Roxbury, CT",Snowboarding,,Olympian
167.6,,74,"Langdon, ND",Curling,,Team USA
185.4,,35,"Fair Haven, NJ",Swimming,,Olympian
198.1,,32,"Wheaton, IL",Volleyball,,Olympian
175.3,,22,"Carlsbad, CA",Para Swimming,,Paralympian
188.0,,37,"Algonquinn, IL",Track and Field,,Olympian
188.0,,31,"Cleveland, OH",Track and Field,,Olympian
160.0,,28,"Oak Park, IL",Karate,,Team USA
190.5,,43,"Lakeland, FL",Soccer,,Paralympian
160.0,,30,"Harding, PA",Para Alpine Skiing,,Paralympian
160.0,,20,"Canton, OH",Table Tennis,,Team USA
195.6,,38,CA,Rowing,,Olympian
193.0,,43,"Vance, SC",Para Track and Field,,Paralympian
172.7,,21,"Warren, IL",Ice Hockey,,Olympian
157.5,,24,"Nashua, NH",,,Team USA
188.0,,34,"Lancaster, PA",Baseball,,Olympian
185.4,,40,"St. Louis, MO",Para Alpine Skiing,,Paralympian
172.7,,,"White Bear Lake, MN",Swimming,,Team USA
149.9,,25,"Rancho Cucamonga, CA",Taekwondo,,Team USA
167.6,,41,"Santa Rosa Beach, FL",Waterski/Wakeboard,,Team USA
170.2,,31,"Highland, CA",Softball,,Team USA
205.7,,33,"Las Vegas, NV",Volleyball,,Team USA
167.6,,40,"San Diego, CA",Rugby,,Olympian
188.0,,29,"Chicago, IL",Judo,,Olympian
182.9,,31,"Houston, Texas , TX",Track and Field,,Team USA
162.6,,31,"Detroit, MI",Track and Field,,Team USA
170.2,,32,"Glenn Heights, TX",Basketball,,Team USA
175.3,,30,"Santa Clarita, CA",Softball,,Team USA
170.2,,42,Puyallup,Swimming,,Olympian
208.3,,30,"Wheaton, IL",Volleyball,,Olympian
91.4,,37,"Huntingtown, MD",Wheelchair Basketball,,Paralympian
162.6,,23,"Evansville, IN",Para Swimming,,Paralympian
182.9,,,"Springville, Utah",,,Team USA
193.0,,35,"Wilmington, DE",Goalball,,Paralympian
175.3,,39,"Alexandria, VA",Taekwondo,,Olympian
172.7,,,,,,Team USA
154.9,,,"Crown Point, IN",Karate,,Team USA
177.8,,26,,,,Team USA
152.4,,40,Sellersburg,,,Paralympian
182.9,,40,Bakersfield,,,Olympian
165.1,,34,"Rigby, ID",Snowboarding,,Olympian
162.6,,33,"Indianapolis, Ind. , IN",Para Track and Field,,Paralympian
182.9,,28,,,,Team USA
190.5,,,Anaheim,,,Olympian
170.2,,41,"Cleveland, OH",Triathlon,,Team USA
203.2,,31,"Beaver Falls, Pa.",Basketball,,Team USA
175.3,,49,Boston,,,Olympian
182.9,,29,"Inglewood, CA",Track and Field,,Olympian
167.6,,25,"Milpitas, CA",Table Tennis,,Olympian
170.2,,25,"Birmingham, MI",Taekwondo,,Team USA
172.7,,41,Seattle,,,Olympian
175.3,,41,Long Beach,,,Olympian
180.3,,41,"Reno, NV",Alpine Skiing,,Olympian
152.4,,24,"Purcellville, VA",Taekwondo,,Team USA
175.3,,27,"Palo Alto, Calif.",Equestrian,,Team USA
190.5,,36,"San Diego, CA",Track and Field,,Olympian
170.2,,25,"Chino Hills, CA",Taekwondo,,Team USA
162.6,,32,Colorado Springs,Para Swimming,,Paralympian
175.3,,25,Linköping,Team Handball,,Team USA
175.3,,26,"Lincoln University, PA",Swimming,,Olympian
185.4,,29,"Carmel, IN",Diving,,Olympian
182.9,,29,"Fort Kent, ME",Biathlon,,Team USA
188.0,,44,"Suwanee, GA",Track and Field,,Olympian
185.4,,31,"Miami, FL",Water Polo,,Olympian
172.7,,41,Tempe,,,Olympian
188.0,,36,"Orange, CA",Tennis,,Olympian
185.4,,21,"Springdale, MD",Boxing,,Team USA
162.6,,,Bend,Track and Field,,Team USA
162.6,,25,"Vail, CO",Freestyle Skiing,,Olympian
154.9,,31,"Chicago, IL",Para Alpine Skiing,,Paralympian
165.1,,43,Stafford,,,Olympian
195.6,,30,Baton Rouge,,,Team USA
190.5,,34,"Palo Alto, CA",Team Handball,,Team USA
210.8,,36,"Long Beach, CA",Volleyball,,Team USA
160.0,,28,"Huntsville, AL",Gymnastics,,Team USA
188.0,,37,"Plattsburgh, NY",Ski Jumping,,Olympian
188.0,,85,"Kingsbury, CA",Track and Field,,Olympian
195.6,,26,"Sterling, VA",Basketball,,Olympian
190.5,,,"Seattle, WA",Swimming,,Team USA
180.3,,,Booklyn,Baseball,,Team USA
185.4,,51,Knoxville,,,Olympian
162.6,,41,St. Louis,,,Team USA
177.8,,34,"Hopkins, MN",Rugby,,Olympian
185.4,,36,"Indianapolis , IN",Track and Field,,Olympian
182.9,,58,"Dallas, TX",Track and Field,,Olympian
177.8,,55,Irmo,,,Olympian
195.6,,34,"Los Altos, CA",Rowing,,Team USA
157.5,,77,"Port Chester, NY",Table Tennis,,Paralympian
170.2,,52,"Cheektowaga, NY",Bowling,,Team USA
172.7,,42,"McKinney, TX",Bowling,,Team USA
172.7,,30,"Jackson Hole, WY",Alpine Skiing,,Olympian
182.9,,40,La Vernia,,,Olympian
177.8,,28,"Columbia, SC",Track and Field,,Olympian
170.2,,25,"Las Vegas, NV",,,Team USA
170.2,,33,"Charlotte, NC",Bobsled,,Olympian
170.2,,39,"Huntsville, AL",Rowing,,Team USA
180.3,,30,"Simi Valley, CA",Para Track and Field,,Paralympian
175.3,,29,"Greensburg, PA",Bobsled,,Olympian
170.2,,23,"Aurora, CO",Sled Hockey,,Paralympian
154.9,,32,"Killeen, TX",Bobsled,,Team USA
162.6,,41,"Colorado Springs, CO",Para-Cycling,,Paralympian
160.0,,23,"Auburn, WA",Gymnastics,,Team USA
193.0,,41,"Lake Butler, FL",Para Track and Field,,Team USA
162.6,,43,Joplin,,,Team USA
177.8,,50,Chapel Hill,,,Olympian
180.3,,47,"Simpsonville, SC",Bowling,,Olympian
175.3,,38,Fremont,Artistic Swimming,,Olympian
180.3,,64,"Buffalo, N.Y.",Sailing,,Team USA
175.3,,37,"Harlem, N.Y.",Basketball,,Team USA
147.3,,19,"Coto de Caza, CA",,,Team USA
182.9,,35,"Portville, NY",Track and Field,,Team USA
160.0,,,,Track and Field,,Team USA
190.5,,21,"Gilbert, AZ",Swimming,,Olympian
182.9,,,"West Jordan, UT",,,Olympian
162.6,,31,San Jose,,,Team USA
167.6,,45,"Verona, WI",Curling,,Olympian
170.2,,,,,,Team USA
160.0,,34,"Henderson , NV",Para Swimming,,Paralympian
193.0,,38,"Charlotte, NC",Track and Field,,Team USA
210.8,,37,"Houston, TX",Basketball,,Olympian
188.0,,,"Morristown, NJ",Weightlifting,,Team USA
188.0,,26,"Walnut Creek, CA",Cycling,,Olympian
177.8,,40,"St. Paul, MN",Triathlon,,Olympian
193.0,,31,"Charlotte, NC",Swimming,,Team USA
177.8,,25,"Bethesda, MD",Canoe/Kayak,,Team USA
180.3,,31,"Sun Valley, ID",Snowboarding,,Olympian
175.3,,43,"Corsicana, TX",Para Shooting,,Paralympian
175.3,,28,"Northfield, IL",Rowing,,Olympian
180.3,,54,Glenwood Springs,,,Olympian
167.6,,46,"Fountain Valley, CA",Softball,,Olympian
180.3,,34,"San Diego, CA",Para-Cycling,,Paralympian
180.3,,30,"Caldwell, TX",Shooting,,Olympian
157.5,,28,South Windsor,Taekwondo,,Team USA
175.3,,44,"Cary, NC",Para Taekwondo,,Team USA
180.3,,41,Sarajevo,Team Handball,,Team USA
152.4,,35,"Ft. Mitchell, KY",Wheelchair Tennis,,Paralympian
177.8,,33,"Rolla, ND",Curling,,Team USA
172.7,,29,"Vail, CO",Snowboarding,,Olympian
193.0,,32,"Bel Air, MD",Swimming,,Olympian
180.3,,29,"Jamestown, RI",Rowing,,Olympian
177.8,,42,"St. Croix Falls, WI",Rowing,,Olympian
170.2,,,Colorado Springs,,,Olympian
175.3,,37,"Gainesville, FL",Archery,,Olympian
180.3,,37,"Jackson, MI",Ice Hockey,,Olympian
167.6,,29,"Oahu, HI",Sitting Volleyball,,Paralympian
177.8,,37,"Buffalo, NY",Ice Hockey,,Olympian
162.6,,26,"Cypress, CA",Taekwondo,,Team USA
167.6,,33,"Las Vegas, NV",Golf,,Olympian
162.6,,31,"New York, NY",Gymnastics,,Olympian
172.7,,63,"Tequesta, FL",Para-Rowing,,Paralympian
160.0,,22,"Staten Island, NY",Gymnastics,,Olympian
167.6,,26,"Morganville, NJ",Soccer,,Team USA
193.0,,35,"Hollis, NH",Rowing,,Olympian
172.7,,38,"Park City, UT",Rowing,,Olympian
162.6,,33,"San Diego, Calif. , CA",Rowing,,Team USA
160.0,,38,"Chapel Hill, NC",Field Hockey,,Olympian
172.7,,34,"North Andover, MA",Triathlon,,Olympian
172.7,,37,"Warren, VT",Alpine Skiing,,Olympian
200.7,,44,"Cinnaminson, NJ",Rowing,,Olympian
167.6,,,Portland,,,Olympian
162.6,,53,"Mammoth Lakes, CA",Track and Field,,Olympian
177.8,,25,"Plano, TX",Karate,,Team USA
